School ID,School Name,District ID,District Name,State-Physical,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,County
1142,Evangeline Elementary School,347,Acadia Parish School Board,LA,Evangeline,70537,1448 Old Evangeline Hwy,,[PK K 1-8],,Y,,,,,,,,238,,232,0,,30848,0,723,,15149,0,356,,,173,173,,,,,,,,,LA,30848,178.312138728,15149,87.566473988,LA@1142@347,,SY16-17,,232,0.977099237,Other,,,,,,,,Acadia Parish
1143,Iota Elementary School,347,Acadia Parish School Board,LA,Iota,70543,470 W Kennedy,,[PK K 1-5],,Y,,,,,,,,601,,585,0,,84558,0,1973,,36457,0,852,,,173,173,,,,,,,,,LA,84558,488.774566474,36457,210.734104046,LA@1143@347,,SY16-17,,585,0.977198923,Primary,,,,,,,,Acadia Parish
1144,Iota High School,347,Acadia Parish School Board,LA,Iota,70543,456 S Fifth St,,[5-12],,N,,,,,,,,547,,326,29,,20069,1678,9230,,3736,196,342,,,173,173,,,,,,,,,LA,21747,125.705202312,3932,22.728323699,LA@1144@347,,SY16-17,,355,0.648994516,Other,,,,,,,,Acadia Parish
1145,Iota Middle School,347,Acadia Parish School Board,LA,Iota,70543,PO Box 770,,[6-8],,N,,,,,,,,302,,232,26,,18318,2557,8327,,9494,900,1429,,,173,173,,,,,,,,,LA,20875,120.664739884,10394,60.080924855,LA@1145@347,,SY16-17,,258,0.854304636,Middle,,,,,,,,Acadia Parish
1204,Martin Petitjean Elementary School,347,Acadia Parish School Board,LA,Rayne,70578,4039 Crowley-Rayne Hwy,,[1-3],,Y,,,,,,,,385,,375,0,,61071,0,1437,,39119,0,914,,,173,173,,,,,,,,,LA,61071,353.011560694,39119,226.121387283,LA@1204@347,,SY16-17,,375,0.977010943,Primary,,,,,,,,Acadia Parish
1146,Mermentau Elementary School,347,Acadia Parish School Board,LA,Mermentau,70556,PO Box 250,,[PK K 1-7],,Y,,,,,,,,162,,158,0,,20885,0,485,,19038,0,443,,,148,148,,,,,,,,,LA,20885,141.114864865,19038,128.635135135,LA@1146@347,,SY16-17,,158,0.977304633,Other,,,,,,,,Acadia Parish
1147,Midland High School,347,Acadia Parish School Board,LA,Midland,70559,735 S Crocker,,[7-12],,Y,,,,,,,,270,,263,0,,24489,48,797,,6627,6,175,,,148,148,,,,,,,,,LA,24537,165.790540541,6633,44.817567568,LA@1147@347,,SY16-17,,263,0.968480582,Other,,,,,,,,Acadia Parish
1201,Mire Elementary School,347,Acadia Parish School Board,LA,Rayne,70578,5484 Mire Hwy,,[PK K 1-8],,Y,,,,,,,,567,,552,0,,83812,0,1956,,25466,0,598,,,173,173,,,,,,,,,LA,83812,484.462427746,25466,147.202312139,LA@1201@347,,SY16-17,,552,0.977194292,Other,,,,,,,,Acadia Parish
1202,Morse Elementary School,347,Acadia Parish School Board,LA,Morse,70559,PO Box 247,,[PK K 1-7],,Y,,,,,,,,203,,198,0,,25888,0,597,,22094,0,506,,,148,148,,,,,,,,,LA,25888,174.918918919,22094,149.283783784,LA@1202@347,,SY16-17,,198,0.977458939,Other,,,,,,,,Acadia Parish
1203,North Crowley Elementary School,347,Acadia Parish School Board,LA,Crowley,70526,820 W 15th St,,[K 1-5],,Y,,,,,,,,322,,313,0,,48163,0,1131,,27193,0,635,,,173,173,,,,,,,,,LA,48163,278.398843931,27193,157.184971098,LA@1203@347,,SY16-17,,313,0.977056031,Primary,,,,,,,,Acadia Parish
1205,Rayne High School,347,Acadia Parish School Board,LA,Rayne,70578,1016 N Polk St,,[8-12],,Y,,,,,,,,714,,695,0,,66597,0,1549,,21282,0,512,,,173,173,,,,,,,,,LA,66597,384.953757225,21282,123.017341040,LA@1205@347,,SY16-17,,695,0.977269392,High,,,,,,,,Acadia Parish
1206,Richard Elementary School,347,Acadia Parish School Board,LA,Church Point,70525,1616 Charlene Hwy,,[PK K 1-8],,Y,,,,,,,,446,,434,0,,62468,74,1888,,27451,18,765,,,173,173,,,,,,,,,LA,62542,361.514450867,27469,158.780346821,LA@1206@347,,SY16-17,,434,0.970663186,Other,,,,,,,,Acadia Parish
845,Ross Elementary School,347,Acadia Parish School Board,LA,Crowley,70526,1809 W Hutchinson,,[K 1-6],,Y,,,,,,,,300,,292,0,,44559,0,1042,,31255,0,732,,,173,173,,,,,,,,,LA,44559,257.566473988,31255,180.664739884,LA@845@347,,SY16-17,,292,0.977149624,Primary,,,,,,,,Acadia Parish
1208,South Crowley Elementary School,347,Acadia Parish School Board,LA,Crowley,70526,1102 S Parkerson Ave,,[K 1-5],,Y,,,,,,,,391,,380,0,,55327,0,1305,,41891,0,983,,,173,173,,,,,,,,,LA,55327,319.809248555,41891,242.144508671,LA@1208@347,,SY16-17,,380,0.976956491,Primary,,,,,,,,Acadia Parish
1209,South Rayne Elementary School,347,Acadia Parish School Board,LA,Rayne,70578,101 E Branche St,,[4-6],,Y,,,,,,,,252,,245,0,,37849,0,890,,18259,0,428,,,173,172,,,,,,,,,LA,37849,220.052325581,18259,105.543352601,LA@1209@347,,SY16-17,,245,0.977025736,Primary,,,,,,,,Acadia Parish
7505,Celerity Crestworth Charter School,800923,Advocates for Science & Mathematics Ed Inc,LA,Baton Rouge,70807,10650 Avenue F,,[K 1-8],,Y,,,,,,,,155,,155,0,,21335,0,0,,17892,0,0,,,171,171,,,,,,,,,LA,21335,124.766081871,17892,104.631578947,LA@7505@800923,,SY16-17,,155,1,Other,,,,,,,,East Baton Rouge Parish
7506,Celerity Dalton Charter School,800923,Advocates for Science & Mathematics Ed Inc,LA,Sorrento,70778,7384 John LeBlanc Blvd,,[PK K 1-6],,Y,,,,,,,,442,,442,0,,67286,0,0,,60717,0,0,,,171,171,,,,,,,,,LA,67286,393.485380117,60717,355.070175439,LA@7506@800923,,SY16-17,,442,1,Primary,,,,,,,,Ascension Parish
7504,Celerity Lanier Charter School,800923,Advocates for Science & Mathematics Ed Inc,LA,Baton Rouge,70812,4705 Lanier Drive,,[PK K 1-6],,Y,,,,,,,,362,,362,0,,50648,0,0,,42251,0,0,,,171,172,,,,,,,,,LA,50648,294.465116279,42251,247.081871345,LA@7504@800923,,SY16-17,,362,1,Primary,,,,,,,,East Baton Rouge Parish
4587,New Orleans Charter Science and Mathematics HS,800923,Advocates for Science & Mathematics Ed Inc,LA,New Orleans,70115-5099,5625 Loyola Avenue,,[8-12],,Y,,,,,,,,454,,454,0,,52241,0,0,,21194,0,0,,,172,173,,,,,,,,,LA,52241,301.971098266,21194,123.220930233,LA@4587@800923,,SY16-17,,454,1,High,,,,,,,,Orleans Parish
3439,Holy Savior Menard Central High School (C),411,Alexandria Diocese,LA,Alexandria,71303,4603 Coliseum Boulevard,,[7-12],,N,,,,,,,,532,,58,20,,5850,1965,15232,,1428,191,517,,,171,172,,,,,,,,,LA,7815,45.436046512,1619,9.467836257,LA@3439@411,,SY16-17,,78,0.146616541,Other,,,,,,,,Rapides Parish
3493,Our Lady of Prompt Succor School (C),411,Alexandria Diocese,LA,Alexandria,71301,420 Twenty-First Street,,[PK K 1-6],,N,,,,,,,,499,,56,28,,8557,4423,59700,,1532,787,4042,,,172,171,,,,,,,,,LA,12980,75.906432749,2319,13.482558140,LA@3493@411,,SY16-17,,84,0.168336673,Primary,,,,,,,,Rapides Parish
3517,Sacred Heart School (C),411,Alexandria Diocese,LA,Moreauville,71355,9986 Bayou Des Glaises,,[PK K 1-8],,N,,,,,,,,404,,110,47,,16676,7449,32152,,1985,827,2131,,,171,169,,,,,,,,,LA,24125,142.751479290,2812,16.444444444,LA@3517@411,,SY16-17,,157,0.388613861,Other,,,,,,,,Avoyelles Parish
3526,St. Anthony of Padua School (C),411,Alexandria Diocese,LA,Bunkie,71322-1899,116 South Knoll Street,,[PK K 1-8],,N,,,,,,,,215,,75,27,,11242,3378,17369,,3018,475,2698,,,175,174,,,,,,,,,LA,14620,84.022988506,3493,19.96,LA@3526@411,,SY16-17,,102,0.474418605,Other,,,,,,,,Avoyelles Parish
3547,St. Frances Cabrini School (C),411,Alexandria Diocese,LA,Alexandria,71301,2215 East Texas Avenue,,[PK K 1-6],,N,,,,,,,,249,,125,30,,19687,4844,13855,,7303,1306,1488,,,175,172,,,,,,,,,LA,24531,142.622093023,8609,49.194285714,LA@3547@411,,SY16-17,,155,0.622489960,Primary,,,,,,,,Rapides Parish
3576,St. Joseph Elementary & High School (C),411,Alexandria Diocese,LA,Plaucheville,71362,3406 Hwy.107 South,,[PK K 1-12],,N,,,,,,,,208,,71,31,,8179,4231,12360,,2451,812,2079,,,172,172,,,,,,,,,LA,12410,72.151162791,3263,18.970930233,LA@3576@411,,SY16-17,,102,0.490384615,Other,,,,,,,,Avoyelles Parish
3599,St. Mary's Assumption School (C),411,Alexandria Diocese,LA,Cottonport,71327,850 Front Street,,[PK K 1-8],,N,,,,,,,,262,,93,50,,14148,7448,17297,,3910,1070,2219,,,172,173,,,,,,,,,LA,21596,124.832369942,4980,28.953488372,LA@3599@411,,SY16-17,,143,0.545801527,Other,,,,,,,,Avoyelles Parish
3600,St. Mary's Elementary & High School (C),411,Alexandria Diocese,LA,Natchitoches,71457,1101 East Fifth Street,,[PK K 1-12],,N,,,,,,,,398,,12,5,,1641,699,37837,,94,100,4510,,,169,169,,,,,,,,,LA,2340,13.846153846,194,1.147928994,LA@3600@411,,SY16-17,,17,0.042713568,Other,,,,,,,,Natchitoches Parish
4552,Algiers Technology Academy,800818,"Algiers Charter School Association, Inc.",LA,New Orleans,70131,6501 Berkley Drive,,[9-12],,Y,,,,,,,,213,,213,0,,21175,0,0,,13921,0,0,,,169,169,,,,,,,,,LA,21175,125.295857988,13921,82.372781065,LA@4552@800818,,SY16-17,,213,1,High,,,,,,,,Orleans Parish
4318,Dwight D. Eisenhower Elementary School,800818,"Algiers Charter School Association, Inc.",LA,New Orleans,70131,3700 Tall Pines Drive,,[PK K 1-8],,Y,,,,,,,,769,,769,0,,112157,0,0,,122846,0,0,,,168,168,,,,,,,,,LA,112157,667.601190476,122846,731.226190476,LA@4318@800818,,SY16-17,,769,1,Other,,,,,,,,Orleans Parish
4314,Lord Beaconsfield Landry-Oliver Perry Walker High,800818,"Algiers Charter School Association, Inc.",LA,New Orleans,70114,2932 General Meyer Avenue,,[9-12],,Y,,,,,,,,1218,,1218,0,,119067,0,0,,45546,0,0,,,173,173,,,,,,,,,LA,119067,688.248554913,45546,263.271676301,LA@4314@800818,,SY16-17,,1218,1,High,,,,,,,,Orleans Parish
4319,Martin Behrman Elementary School,800818,"Algiers Charter School Association, Inc.",LA,New Orleans,70114,715 Opelousas Avenue,,[PK K 1-8],,Y,,,,,,,,738,,738,0,,108474,0,0,,64336,0,0,,,168,168,,,,,,,,,LA,108474,645.678571429,64336,382.952380952,LA@4319@800818,,SY16-17,,738,1,Other,,,,,,,,Orleans Parish
4315,McDonogh #32 Elementary School,800818,"Algiers Charter School Association, Inc.",LA,New Orleans,70114,800 DeArmas Street,,[PK K 1-8],,Y,,,,,,,,517,,517,0,,72561,0,0,,48663,0,0,,,168,168,,,,,,,,,LA,72561,431.910714286,48663,289.660714286,LA@4315@800818,,SY16-17,,517,1,Other,,,,,,,,Orleans Parish
4317,William J. Fischer Elementary School,800818,"Algiers Charter School Association, Inc.",LA,New Orleans,70114,1801 L.B. Landry Avenue,,[PK K 1-8],,Y,,,,,,,,561,,561,0,,89005,0,0,,70886,0,0,,,168,168,,,,,,,,,LA,89005,529.791666667,70886,421.940476190,LA@4317@800818,,SY16-17,,561,1,Other,,,,,,,,Orleans Parish
1211,Elizabeth High School,348,Allen Parish School Board,LA,Elizabeth,70638,440 Live Oak Street,,[PK K 1-12],,N,,,,,,,,420,,167,28,,18423,2665,11712,,7973,467,3250,,,174,175,,,,,,,,,LA,21088,120.502857143,8440,48.505747126,LA@1211@348,,SY16-17,,195,0.464285714,Other,,,,,,,,Allen Parish
1212,Fairview High School,348,Allen Parish School Board,LA,Grant,70644,4239 Highway 377,,[PK K 1-12],,N,,,,,,,,423,,198,54,,27275,5600,16780,,16041,2826,5233,,,175,176,,,,,,,,,LA,32875,186.789772727,18867,107.811428571,LA@1212@348,,SY16-17,,252,0.595744681,Other,,,,,,,,Allen Parish
1213,Kinder Elementary School,348,Allen Parish School Board,LA,Kinder,70648,412 N. 12th Street,,[PK K 1-4],,N,,,,,,,,636,,340,49,,46444,6494,19990,,29260,3062,9704,,,174,175,,,,,,,,,LA,52938,302.502857143,32322,185.758620690,LA@1213@348,,SY16-17,,389,0.611635220,Primary,,,,,,,,Allen Parish
1215,Kinder High School,348,Allen Parish School Board,LA,Kinder,70648,145 Hwy 383,,[9-12],,N,,,,,,,,363,,132,33,,12770,2508,9248,,2907,507,357,,,173,174,,,,,,,,,LA,15278,87.804597701,3414,19.734104046,LA@1215@348,,SY16-17,,165,0.454545455,High,,,,,,,,Allen Parish
1214,Kinder Middle School,348,Allen Parish School Board,LA,Kinder,70648,414 N. 12th Street,,[5-8],,N,,,,,,,,380,,190,33,,21181,3794,8320,,15433,1914,4088,,,174,175,,,,,,,,,LA,24975,142.714285714,17347,99.695402299,LA@1214@348,,SY16-17,,223,0.586842105,Middle,,,,,,,,Allen Parish
1095,Oakdale Elementary School,348,Allen Parish School Board,LA,Oakdale,71463,1515 Highway 1153,,[PK K 1-4],,Y,,,,,,,,626,,600,0,,71464,0,3101,,44240,0,1919,,,175,176,,,,,,,,,LA,71464,406.045454545,44240,252.8,LA@1095@348,,SY16-17,,600,0.958412124,Primary,,,,,,,,Allen Parish
1216,Oakdale High School,348,Allen Parish School Board,LA,Oakdale,71463,101 S 13th St,,[9-12],,N,,,,,,,,292,,166,15,,13687,862,3701,,5658,168,557,,,175,176,,,,,,,,,LA,14549,82.664772727,5826,33.291428571,LA@1216@348,,SY16-17,,181,0.619863014,High,,,,,,,,Allen Parish
1096,Oakdale Middle School,348,Allen Parish School Board,LA,Oakdale,71463,124 South 13th Street,,[5-8],,Y,,,,,,,,347,,333,0,,44691,0,1941,,21059,0,914,,,175,176,,,,,,,,,LA,44691,253.926136364,21059,120.337142857,LA@1096@348,,SY16-17,,333,0.958376222,Middle,,,,,,,,Allen Parish
1097,Oberlin Elementary School,348,Allen Parish School Board,LA,Oberlin,70655,110 South 4th Street,,[PK K 1-6],,Y,,,,,,,,304,,291,0,,38605,0,1681,,22397,0,972,,,175,176,,,,,,,,,LA,38605,219.346590909,22397,127.982857143,LA@1097@348,,SY16-17,,291,0.958273346,Primary,,,,,,,,Allen Parish
1102,Oberlin High School,348,Allen Parish School Board,LA,Oberlin,70655,#1 Tiger Lane,,[7-12],,N,,,,,,,,266,,129,24,,10311,1967,4082,,2640,580,734,,,175,176,,,,,,,,,LA,12278,69.761363636,3220,18.4,LA@1102@348,,SY16-17,,153,0.575187970,Other,,,,,,,,Allen Parish
1103,Reeves High School,348,Allen Parish School Board,LA,Reeves,70658,13770 Highway 113,,[PK K 1-12],,N,,,,,,,,295,,117,36,,15324,4004,10453,,9938,2078,4667,,,175,176,,,,,,,,,LA,19328,109.818181818,12016,68.662857143,LA@1103@348,,SY16-17,,153,0.518644068,Other,,,,,,,,Allen Parish
10757,Appex Collegiate Academy Charter School,801528,Apex Collegiate Academy Charter School,LA,Baton Rouge,70807,9700 Scenic Highway,,[6],,N,,,,,,,,133,,109,1,,13776,24,2532,,13811,25,2540,,,176,175,,,,,,,,,LA,13800,78.857142857,13836,78.613636364,LA@10757@801528,,SY16-17,,110,0.827067669,Middle,,,,,,,,East Baton Rouge Parish
3378,Ascension Head Start,349,Ascension Parish School Board,LA,Donaldsonville,70346,406 Lee Avenue,,[PK],,N,,,,,,,,114,,114,0,,14556,0,0,,14451,0,0,,,155,155,,,,,,,,,LA,14556,93.909677419,14451,93.232258065,LA@3378@349,,SY16-17,,114,1,Primary,,,,,,,,Ascension Parish
1106,Central Middle School,349,Ascension Parish School Board,LA,Gonzales,70737,14101 Roddy Rd,,[6-8],,N,,,,,,,,1306,,1308,61,,93775,7212,35051,,52308,4280,13362,,,168,168,,,,,,,,,LA,100987,601.113095238,56588,336.833333333,LA@1106@349,,SY16-17,,1369,1.048238897,Middle,,,,,,,,Ascension Parish
5004,Central Primary School,349,Ascension Parish School Board,LA,Gonzales,70737,41469 LA Hwy 621,,[PK K 1-5],,N,,,,,,,,1427,,1028,43,,95481,6096,33791,,59231,3101,10760,,,167,167,,,,,,,,,LA,101577,608.245508982,62332,373.245508982,LA@5004@349,,SY16-17,,1071,0.750525578,Primary,,,,,,,,Ascension Parish
644,Donaldsonville High School,349,Ascension Parish School Board,LA,Donaldsonville,70346,100 Tiger Dr,,[9-12],,N,,,,,,,,456,,416,12,,47576,1082,1554,,26896,335,703,,,171,171,,,,,,,,,LA,48658,284.549707602,27231,159.245614035,LA@644@349,,SY16-17,,428,0.938596491,High,,,,,,,,Ascension Parish
647,Donaldsonville Primary School,349,Ascension Parish School Board,LA,Donaldsonville,70346,38210 Hwy 3089,,[PK K 1-2],,N,,,,,,,,515,,504,3,,70575,426,1043,,58037,364,948,,,169,169,,,,,,,,,LA,71001,420.124260355,58401,345.568047337,LA@647@349,,SY16-17,,507,0.984466019,Primary,,,,,,,,Ascension Parish
3668,Duplessis Primary School,349,Ascension Parish School Board,LA,Gonzales,70737,38101 Hwy 621,,[PK K 1-5],,N,,,,,,,,1100,,1099,29,,82490,4117,22305,,43837,1410,5698,,,167,167,,,,,,,,,LA,86607,518.604790419,45247,270.940119760,LA@3668@349,,SY16-17,,1128,1.025454545,Primary,,,,,,,,Ascension Parish
3239,Dutchtown High School,349,Ascension Parish School Board,LA,Geismar,70734,13165 Hwy 73,,[9-12],,N,,,,,,,,2282,,2282,28,,84364,3710,77838,,15774,467,5699,,,168,168,,,,,,,,,LA,88074,524.25,16241,96.672619048,LA@3239@349,,SY16-17,,2310,1.012269939,High,,,,,,,,Ascension Parish
646,Dutchtown Middle School,349,Ascension Parish School Board,LA,Geismar,70734,13078 Hwy 73,,[6-8],,N,,,,,,,,875,,261,25,,36895,3029,35467,,17959,1011,9600,,,168,168,,,,,,,,,LA,39924,237.642857143,18970,112.916666667,LA@646@349,,SY16-17,,286,0.326857143,Middle,,,,,,,,Ascension Parish
1112,Dutchtown Primary School,349,Ascension Parish School Board,LA,Geismar,70734,13046 Hwy 73,,[PK K 1-5],,N,,,,,,,,845,,260,20,,40206,1904,33982,,19544,890,5819,,,167,167,,,,,,,,,LA,42110,252.155688623,20434,122.359281437,LA@1112@349,,SY16-17,,280,0.331360947,Primary,,,,,,,,Ascension Parish
1113,East Ascension High School,349,Ascension Parish School Board,LA,Gonzales,70737,612 E Worthy Rd,,[9-12],,N,,,,,,,,1828,,1023,45,,89450,3281,26617,,23353,659,2135,,,168,168,,,,,,,,,LA,92731,551.970238095,24012,142.928571429,LA@1113@349,,SY16-17,,1068,0.584245077,High,,,,,,,,Ascension Parish
1105,G.W. Carver Primary School,349,Ascension Parish School Board,LA,Gonzales,70737,11310 Legacy Oaks Lane,,[PK K 1-5],,N,,,,,,,,785,,785,22,,79531,2419,8443,,48087,1631,3239,,,167,167,,,,,,,,,LA,81950,490.718562874,49718,297.712574850,LA@1105@349,,SY16-17,,807,1.028025478,Primary,,,,,,,,Ascension Parish
1114,Galvez Middle School,349,Ascension Parish School Board,LA,Prairieville,70769,42018 Hwy 933,,[6-8],,N,,,,,,,,615,,615,16,,10567,983,7113,,5120,384,1568,,,112,148,,,,,,,,,LA,11550,78.040540541,5504,49.142857143,LA@1114@349,,SY16-17,,631,1.026016260,Middle,,,,,,,,Ascension Parish
1115,Galvez Primary School,349,Ascension Parish School Board,LA,Prairieville,70769,16093 Henderson Byu Rd,,[PK K 1-5],,N,,,,,,,,666,,217,53,,13304,951,8437,,6467,384,2283,,,57,57,,,,,,,,,LA,14255,250.087719298,6851,120.192982456,LA@1115@349,,SY16-17,,270,0.405405405,Primary,,,,,,,,Ascension Parish
1118,Gonzales Middle School,349,Ascension Parish School Board,LA,Gonzales,70737,1502 West Orice Roth Street,,[6-8],,N,,,,,,,,664,,535,21,,63039,2653,7681,,35727,1394,2687,,,168,168,,,,,,,,,LA,65692,391.023809524,37121,220.958333333,LA@1118@349,,SY16-17,,556,0.837349398,Middle,,,,,,,,Ascension Parish
642,Gonzales Primary School,349,Ascension Parish School Board,LA,Gonzales,70737,521 N Burnside Ave,,[PK K 1-5],,N,,,,,,,,474,,395,15,,55546,1575,4857,,32637,921,1692,,,167,167,,,,,,,,,LA,57121,342.041916168,33558,200.946107784,LA@642@349,,SY16-17,,410,0.864978903,Primary,,,,,,,,Ascension Parish
1120,Lake Elementary School,349,Ascension Parish School Board,LA,St Amant,70774,14185 Hwy 431,,[PK K 1-8],,N,,,,,,,,958,,324,46,,15904,658,7200,,6725,293,1949,,,56,56,,,,,,,,,LA,16562,295.75,7018,125.321428571,LA@1120@349,,SY16-17,,370,0.386221294,Other,,,,,,,,Ascension Parish
5005,Lakeside Primary School,349,Ascension Parish School Board,LA,Prairieville,70769,16500 LA Hwy 431,,[PK K 1-5],,N,,,,,,,,1039,,1028,36,,70000,2918,20181,,35374,1660,5648,,,167,167,,,,,,,,,LA,72918,436.634730539,37034,221.760479042,LA@5005@349,,SY16-17,,1064,1.024061598,Primary,,,,,,,,Ascension Parish
