ISP,Street Address-Line 2,School Type-Original,Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Paid,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free and Reduced,Operating Days,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,County,District ID,District Name,School ID,School Name,School Level-Original,Street Address-Line 1,City,State-Physical,Zip Code,CEP (Y/N),Enrollment-Total,Enrollment-Free,Enrollment-Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Operating Days-Breakfast Only,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Operating Days-Lunch Only,Breakfast Delivery Model from State Agency Tracking-Original
,,,,,,,,,,,,,,,,,,,,,,LA,39988,227.204545455,14400,81.818181818,LA@1144@347,,SY18-19,,575,1,Primary,,,,,GNG,,,Acadia Parish,347,Acadia Parish School Board,1144,Iota High School,[5-12],456 S Fifth St,Iota,LA,70543,Y,575,575,0,14400,0,0,176,39988,0,0,176,GRABGO
,,,,,,,,,,,,,,,,,,,,,,LA,33212,188.704545455,19834,112.693181818,LA@1145@347,,SY18-19,,297,1,Middle,,,,,GNG,,,Acadia Parish,347,Acadia Parish School Board,1145,Iota Middle School,[6-8],PO Box 770,Iota,LA,70543,Y,297,297,0,19834,0,0,176,33212,0,0,176,GRABGO
,,,,,,,,,,,,,,,,,,,,,,LA,61326,348.443181818,37307,211.971590909,LA@1204@347,,SY18-19,,372,1,Primary,,,,,,,,Acadia Parish,347,Acadia Parish School Board,1204,Martin Petitjean Elementary School,[1-3],4039 Crowley-Rayne Hwy,Rayne,LA,70578,Y,372,372,0,37307,0,0,176,61326,0,0,176,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,20395,134.177631579,13454,88.513157895,LA@1146@347,,SY18-19,,157,1,Middle,,,,,,,,Acadia Parish,347,Acadia Parish School Board,1146,Mermentau Elementary School,[PK K 1-7],PO Box 250,Mermentau,LA,70556,Y,157,157,0,13454,0,0,152,20395,0,0,152,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,29755,195.756578947,11303,74.361842105,LA@1147@347,,SY18-19,,297,1,Middle/High,,,,,GNG,,,Acadia Parish,347,Acadia Parish School Board,1147,Midland High School,[7-12],735 S Crocker,Midland,LA,70559,Y,297,297,0,11303,0,0,152,29755,0,0,152,GRABGO
,,,,,,,,,,,,,,,,,,,,,,LA,88848,504.818181818,28735,163.267045455,LA@1201@347,,SY18-19,,607,1,Middle,,,,,,,,Acadia Parish,347,Acadia Parish School Board,1201,Mire Elementary School,[PK K 1-8],5484 Mire Hwy,Rayne,LA,70578,Y,607,607,0,28735,0,0,176,88848,0,0,176,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,26874,176.802631579,21884,143.973684211,LA@1202@347,,SY18-19,,198,1,Middle,,,,,,,,Acadia Parish,347,Acadia Parish School Board,1202,Morse Elementary School,[PK K 1-7],PO Box 247,Morse,LA,70559,Y,198,198,0,21884,0,0,152,26874,0,0,152,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,49058,278.738636364,29659,168.517045455,LA@1203@347,,SY18-19,,323,1,Primary,,,,,,,,Acadia Parish,347,Acadia Parish School Board,1203,North Crowley Elementary School,[K 1-5],820 W 15th St,Crowley,LA,70526,Y,323,323,0,29659,0,0,176,49058,0,0,176,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,70551,400.857954545,21897,124.414772727,LA@1205@347,,SY18-19,,689,1,High,,,,,GNG,,,Acadia Parish,347,Acadia Parish School Board,1205,Rayne High School,[8-12],1016 N Polk St,Rayne,LA,70578,Y,689,689,0,21897,0,0,176,70551,0,0,176,GRABGO
,,,,,,,,,,,,,,,,,,,,,,LA,71646,407.079545455,37415,212.585227273,LA@1206@347,,SY18-19,,481,1,Middle,,,,,,,,Acadia Parish,347,Acadia Parish School Board,1206,Richard Elementary School,[PK K 1-8],1616 Charlene Hwy,Church Point,LA,70525,Y,481,481,0,37415,0,0,176,71646,0,0,176,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,48486,275.488636364,35339,200.789772727,LA@845@347,,SY18-19,,314,1,Primary,,,,,,,,Acadia Parish,347,Acadia Parish School Board,845,Ross Elementary School,[K 1-6],1809 W Hutchinson,Crowley,LA,70526,Y,314,314,0,35339,0,0,176,48486,0,0,176,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,46672,265.181818182,35108,199.477272727,LA@1208@347,,SY18-19,,317,1,Primary,,,,,,,,Acadia Parish,347,Acadia Parish School Board,1208,South Crowley Elementary School,[K 1-5],1102 S Parkerson Ave,Crowley,LA,70526,Y,317,317,0,35108,0,0,176,46672,0,0,176,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,42056,238.954545455,26850,152.556818182,LA@1209@347,,SY18-19,,267,1,Primary,,,,,,,,Acadia Parish,347,Acadia Parish School Board,1209,South Rayne Elementary School,[4-6],101 E Branche St,Rayne,LA,70578,Y,267,267,0,26850,0,0,176,42056,0,0,176,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,15154,90.202380952,13026,77.535714286,LA@7505@800923,,SY18-19,,125,1,Middle,,,,,GNG,,,East Baton Rouge Parish,800923,Advocates for Science & Mathematics Ed Inc,7505,Celerity Crestworth Charter School,[6-8],10650 Avenue F,Baton Rouge,LA,70807,Y,125,125,0,13026,0,0,168,15154,0,0,168,GRABGO
,,,,,,,,,,,,,,,,,,,,,,LA,49172,294.443113772,47047,281.718562874,LA@7506@800923,,SY18-19,,371,1,Middle,,,,,GNG,,,East Baton Rouge Parish,800923,Advocates for Science & Mathematics Ed Inc,7506,Celerity Dalton Charter School,[PK K 1-8],3605 Ontario Boulevard,Baton Rouge,LA,70805,Y,371,371,0,47047,0,0,167,49172,0,0,167,GRABGO
,,,,,,,,,,,,,,,,,,,,,,LA,43166,258.479041916,40185,240.628742515,LA@7504@800923,,SY18-19,,307,1,Middle,,,,,GNG,,,East Baton Rouge Parish,800923,Advocates for Science & Mathematics Ed Inc,7504,Celerity Lanier Charter School,[PK K 1-6],4705 Lanier Drive,Baton Rouge,LA,70812,Y,307,307,0,40185,0,0,167,43166,0,0,167,GRABGO
,,,,,,,,,,,,,,,,,,,,,,LA,64089,398.068322981,50656,316.6,LA@4587@800923,,SY18-19,,489,1,High,,,,,GNG,,,Orleans Parish,800923,Advocates for Science & Mathematics Ed Inc,4587,New Orleans Charter Science and Mathematics HS,[8-12],5625 Loyola Avenue,New Orleans,LA,70115-5099,Y,489,489,0,50656,0,0,160,64089,0,0,161,GRABGO
,,,,,,,,,,,,,,,,,,,,,,LA,8833,51.057803468,2664,15.488372093,LA@3439@411,,SY18-19,,94,0.192229039,Middle/High,,,,,,,,Rapides Parish,411,Alexandria Diocese,3439,Holy Savior Menard Central High School (C),[7-12],4603 Coliseum Boulevard,Alexandria,LA,71303,N,489,74,20,2570,94,1216,172,7522,1311,14744,173,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,9584,54.765714286,1007,5.820809249,LA@3493@411,,SY18-19,,72,0.161073826,Middle,,,,,,,,Rapides Parish,411,Alexandria Diocese,3493,Our Lady of Prompt Succor School (C),[PK K 1-6],420 Twenty-First Street,Alexandria,LA,71301,N,447,46,26,443,564,2584,173,6349,3235,54355,175,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,22932,132.554913295,3387,19.578034682,LA@3517@411,,SY18-19,,163,0.410579345,Middle,,,,,,,,Avoyelles Parish,411,Alexandria Diocese,3517,Sacred Heart School (C),[PK K 1-8],9986 Bayou Des Glaises,Moreauville,LA,71355,N,397,115,48,2220,1167,1511,173,16681,6251,29318,173,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,12504,72.697674419,4093,23.935672515,LA@3526@411,,SY18-19,,85,0.472222222,Middle,,,,,,,,Avoyelles Parish,411,Alexandria Diocese,3526,St. Anthony of Padua School (C),[PK K 1-8],116 South Knoll Street,Bunkie,LA,71322-1899,N,180,62,23,3377,716,2564,171,9170,3334,14213,172,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,27140,155.977011494,7668,44.581395349,LA@3547@411,,SY18-19,,192,0.646464646,Middle,,,,,,,,Rapides Parish,411,Alexandria Diocese,3547,St. Frances Cabrini School (C),[PK K 1-7],2215 East Texas Avenue,Alexandria,LA,71301,N,297,129,63,6500,1168,1061,172,19925,7215,16513,174,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,15381,89.424418605,3374,19.730994152,LA@3576@411,,SY18-19,,126,0.484615385,Other,,,,,,,,Avoyelles Parish,411,Alexandria Diocese,3576,St. Joseph Elementary & High School (C),[PK K 1-12],3406 Hwy.107 South,Plaucheville,LA,71362,N,260,88,38,2274,1100,2485,171,11166,4215,16011,172,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,19323,111.051724138,4980,29.122807018,LA@3599@411,,SY18-19,,123,0.5,Middle,,,,,,,,Avoyelles Parish,411,Alexandria Diocese,3599,St. Mary's Assumption School (C),[PK K 1-8],850 Front Street,Cottonport,LA,71327,N,246,86,37,3395,1585,2102,171,13684,5639,18193,174,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,3242,18.848837209,0,,LA@3600@411,,SY18-19,,30,0.073170732,Other,,,,,,,,Natchitoches Parish,411,Alexandria Diocese,3600,St. Mary's Elementary & High School (C),[PK K 1-12],1101 East Fifth Street,Natchitoches,LA,71457,N,410,22,8,0,0,0,0,2273,969,31096,172,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,106416,633.428571429,49639,297.239520958,LA@4314@800818,,SY18-19,,1043,1,High,,,,,,,,Orleans Parish,800818,"Algiers Charter School Association, Inc.",4314,Lord Beaconsfield Landry-Oliver Perry Walker High,[9-12],2932 General Meyer Avenue,New Orleans,LA,70114,Y,1043,1043,0,49639,0,0,167,106416,0,0,168,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,101078,616.329268293,55860,340.609756098,LA@4319@800818,,SY18-19,,737,1,Middle,,,,,,,,Orleans Parish,800818,"Algiers Charter School Association, Inc.",4319,Martin Behrman Elementary School,[PK K 1-8],715 Opelousas Avenue,New Orleans,LA,70114,Y,737,737,0,55860,0,0,164,101078,0,0,164,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,33575,207.253086420,28764,177.555555556,LA@4315@800818,,SY18-19,,258,1,Middle,,,,,,,,Orleans Parish,800818,"Algiers Charter School Association, Inc.",4315,McDonogh #32 Elementary School,[PK K 1-8],800 DeArmas Street,New Orleans,LA,70114,Y,258,258,0,28764,0,0,162,33575,0,0,162,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,28279,175.645962733,22160,136.790123457,LA@4317@800818,,SY18-19,,201,1,Middle,,,,,,,,Orleans Parish,800818,"Algiers Charter School Association, Inc.",4317,William J. Fischer Elementary School,[PK K 1-8],1801 L.B. Landry Avenue,New Orleans,LA,70114,Y,201,201,0,22160,0,0,162,28279,0,0,161,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,20321,115.460227273,8133,46.210227273,LA@1211@348,,SY18-19,,195,0.457746479,Other,,,,,,,,Allen Parish,348,Allen Parish School Board,1211,Elizabeth High School,[PK K 1-12],440 Live Oak Street,Elizabeth,LA,70638,N,426,177,18,7343,790,2706,176,18173,2148,9304,176,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,33958,192.943181818,20043,113.880681818,LA@1212@348,,SY18-19,,246,0.6,Other,,,,,,,,Allen Parish,348,Allen Parish School Board,1212,Fairview High School,[PK K 1-12],4239 Highway 377,Grant,LA,70644,N,410,185,61,16987,3056,4515,176,26549,7409,13720,176,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,45092,257.668571429,28903,165.16,LA@1213@348,,SY18-19,,354,0.621052632,Primary,,,,,,,,Allen Parish,348,Allen Parish School Board,1213,Kinder Elementary School,[PK K 1-4],412 N. 12th Street,Kinder,LA,70648,N,570,321,33,27244,1659,8188,175,41501,3591,16274,175,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,13863,79.672413793,5137,29.522988506,LA@1215@348,,SY18-19,,178,0.485013624,High,,,,,,,,Allen Parish,348,Allen Parish School Board,1215,Kinder High School,[9-12],145 Hwy 383,Kinder,LA,70648,N,367,153,25,4693,444,1594,174,12018,1845,12323,174,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,26660,152.342857143,18251,104.291428571,LA@1214@348,,SY18-19,,258,0.579775281,Middle,,,,,,,,Allen Parish,348,Allen Parish School Board,1214,Kinder Middle School,[5-8],414 N. 12th Street,Kinder,LA,70648,N,445,220,38,16101,2150,4655,175,22726,3934,10422,175,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,67076,389.976744186,41433,239.497109827,LA@1095@348,,SY18-19,,560,0.958406561,Primary,,,,,,,,Allen Parish,348,Allen Parish School Board,1095,Oakdale Elementary School,[PK K 1-4],1515 Highway 1153,Oakdale,LA,71463,Y,584,560,0,41433,0,1797,173,67076,0,2911,172,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,13985,79.460227273,6198,35.215909091,LA@1216@348,,SY18-19,,179,0.586885246,High,,,,,,,,Allen Parish,348,Allen Parish School Board,1216,Oakdale High School,[9-12],101 S 13th St,Oakdale,LA,71463,N,305,166,13,6133,65,327,176,13287,698,3802,176,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,47032,267.227272727,19688,111.863636364,LA@1096@348,,SY18-19,,358,0.958389371,Middle,,,,,,,,Allen Parish,348,Allen Parish School Board,1096,Oakdale Middle School,[5-8],124 South 13th Street,Oakdale,LA,71463,Y,374,358,0,19688,0,853,176,47032,0,2042,176,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,39657,227.913793103,21234,122.034482759,LA@1097@348,,SY18-19,,285,0.958407850,Middle,,,,,,,,Allen Parish,348,Allen Parish School Board,1097,Oberlin Elementary School,[PK K 1-6],110 South 4th Street,Oberlin,LA,70655,Y,297,285,0,21234,0,921,174,39657,0,1721,174,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,10753,61.798850575,3188,18.321839080,LA@1102@348,,SY18-19,,160,0.637450199,Middle/High,,,,,,,,Allen Parish,348,Allen Parish School Board,1102,Oberlin High School,[7-12],#1 Tiger Lane,Oberlin,LA,70655,N,251,147,13,2986,202,708,174,10077,676,3472,174,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,19271,110.752873563,11399,65.511494253,LA@1103@348,,SY18-19,,173,0.596551724,Other,,,,,,,,Allen Parish,348,Allen Parish School Board,1103,Reeves High School,[PK K 1-12],13770 Highway 113,Reeves,LA,70658,N,290,140,33,8656,2743,3788,174,15057,4214,8715,174,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,68626,401.321637427,54637,319.514619883,LA@5056@801478,220021202278,SY18-19,,498,1,Other,,,,,BIC,,,Orleans Parish,801478,Arise Academy,5056,Arise Academy,[K 1-8],3819 St. Claude Avenue,New Orleans,LA,70117,Y,498,498,0,54637,0,0,171,68626,0,0,171,CLASSRM
,,,,,,,,,,,,,,,,,,,,,,LA,73066,422.346820809,62495,363.343023256,LA@6269@801478,,SY18-19,,491,1,Other,,,,,BIC,,,Orleans Parish,801478,Arise Academy,6269,Mildred Osborne Charter School,[K 1-8],6701 Curran Boulevard,New Orleans,LA,70126-1719,Y,491,491,0,62495,0,0,172,73066,0,0,173,CLASSRM
,,,,,,,,,,,,,,,,,,,,,,LA,14731,89.823170732,14659,89.384146341,LA@3378@349,,SY18-19,,106,1,Primary,,,,,BIC,,,Ascension Parish,349,Ascension Parish School Board,3378,Ascension Head Start,[PK],603 Lee Avenue,Donaldsonville,LA,70346,Y,106,106,0,14659,0,0,164,14731,0,0,164,CLASSRM
,,,,,,,,,,,,,,,,,,,,,,LA,59609,336.774011299,31457,177.723163842,LA@1106@349,,SY18-19,,381,0.548201439,Middle,,,,,GNG,,,Ascension Parish,349,Ascension Parish School Board,1106,Central Middle School,[6-8],14101 Roddy Rd,Gonzales,LA,70737,N,695,326,55,27390,4067,12312,177,51658,7951,35511,177,GRABGO
,,,,,,,,,,,,,,,,,,,,,,LA,105102,600.582857143,50064,286.08,LA@5004@349,,SY18-19,,798,1,Primary,,,,,,,,Ascension Parish,349,Ascension Parish School Board,5004,Central Primary School,[PK K 1-5],41469 LA Hwy 621,Gonzales,LA,70737,Y,798,798,0,50064,0,0,175,105102,0,0,175,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,54070,307.215909091,32078,182.261363636,LA@644@349,,SY18-19,,463,1,High,,,,,,,,Ascension Parish,349,Ascension Parish School Board,644,Donaldsonville High School,[9-12],100 Tiger Dr,Donaldsonville,LA,70346,Y,463,463,0,32078,0,0,176,54070,0,0,176,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,71001,405.72,55817,318.954285714,LA@647@349,,SY18-19,,483,1,Primary,,,,,,,,Ascension Parish,349,Ascension Parish School Board,647,Donaldsonville Primary School,[PK K 1-2],38210 Hwy 3089,Donaldsonville,LA,70346,Y,483,483,0,55817,0,0,175,71001,0,0,175,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,98696,563.977142857,54878,313.588571429,LA@3668@349,,SY18-19,,734,1,Primary,,,,,,,,Ascension Parish,349,Ascension Parish School Board,3668,Duplessis Primary School,[PK K 1-5],38101 Hwy 621,Gonzales,LA,70737,Y,734,734,0,54878,0,0,175,98696,0,0,175,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,57606,327.306818182,16441,93.414772727,LA@3239@349,,SY18-19,,559,0.234775304,High,,,,,,,,Ascension Parish,349,Ascension Parish School Board,3239,Dutchtown High School,[9-12],13165 Hwy 73,Geismar,LA,70734,N,2381,467,92,14799,1642,10610,176,47272,10334,128238,176,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,32979,186.322033898,13711,77.463276836,LA@646@349,,SY18-19,,268,0.290672451,Middle,,,,,GNG,,,Ascension Parish,349,Ascension Parish School Board,646,Dutchtown Middle School,[6-8],13078 Hwy 73,Geismar,LA,70734,N,922,220,48,12236,1475,9018,177,27223,5756,42572,177,GRABGO
,,,,,,,,,,,,,,,,,,,,,,LA,36030,205.885714286,16477,94.154285714,LA@1112@349,,SY18-19,,272,0.323040380,Primary,,,,,,,,Ascension Parish,349,Ascension Parish School Board,1112,Dutchtown Primary School,[PK K 1-5],13046 Hwy 73,Geismar,LA,70734,N,842,246,26,15567,910,6023,175,32518,3512,44150,175,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,171726,975.715909091,58462,332.170454545,LA@1113@349,,SY18-19,,1840,1,High,,,,,,,,Ascension Parish,349,Ascension Parish School Board,1113,East Ascension High School,[9-12],612 E Worthy Rd,Gonzales,LA,70737,Y,1840,1840,0,58462,0,0,176,171726,0,0,176,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,85352,487.725714286,49042,280.24,LA@1105@349,,SY18-19,,629,1,Primary,,,,,,,,Ascension Parish,349,Ascension Parish School Board,1105,G.W. Carver Primary School,[PK K 1-5],11310 Legacy Oaks Lane,Gonzales,LA,70737,Y,629,629,0,49042,0,0,175,85352,0,0,175,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,38719,218.751412429,21005,118.672316384,LA@1114@349,,SY18-19,,296,0.434017595,Middle,,,,,GNG,,,Ascension Parish,349,Ascension Parish School Board,1114,Galvez Middle School,[6-8],42018 Hwy 933,Prairieville,LA,70769,N,682,249,47,17982,3023,7101,177,32454,6265,27496,177,GRABGO
,,,,,,,,,,,,,,,,,,,,,,LA,44429,253.88,23715,135.514285714,LA@1115@349,,SY18-19,,332,0.410891089,Primary,,,,,,,,Ascension Parish,349,Ascension Parish School Board,1115,Galvez Primary School,[PK K 1-5],16093 Henderson Byu Rd,Prairieville,LA,70769,N,808,268,64,20089,3626,11739,175,36198,8231,37179,175,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,89173,503.802259887,49412,279.163841808,LA@1118@349,,SY18-19,,713,1,Middle,,,,,,,,Ascension Parish,349,Ascension Parish School Board,1118,Gonzales Middle School,[6-8],1502 West Orice Roth Street,Gonzales,LA,70737,Y,713,713,0,49412,0,0,177,89173,0,0,177,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,67206,384.034285714,34930,199.6,LA@642@349,,SY18-19,,484,1,Primary,,,,,,,,Ascension Parish,349,Ascension Parish School Board,642,Gonzales Primary School,[PK K 1-5],521 N Burnside Ave,Gonzales,LA,70737,Y,484,484,0,34930,0,0,175,67206,0,0,175,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,104623,591.090395480,47275,267.090395480,LA@1120@349,,SY18-19,,952,1,Middle,,,,,,,,Ascension Parish,349,Ascension Parish School Board,1120,Lake Elementary School,[PK K 1-8],14185 Hwy 431,St Amant,LA,70774,Y,952,952,0,47275,0,0,177,104623,0,0,177,N/A
,,,,,,,,,,,,,,,,,,,,,,LA,90882,519.325714286,51343,293.388571429,LA@5005@349,,SY18-19,,739,1,Primary,,,,,,,,Ascension Parish,349,Ascension Parish School Board,5005,Lakeside Primary School,[PK K 1-5],16500 LA Hwy 431,Prairieville,LA,70769,Y,739,739,0,51343,0,0,175,90882,0,0,175,N/A
