School ID,School Name,District ID,District Name,State-Physical,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data
0002,Blackman Middle,00750,Rutherford County,TN,,Murfreesboro,37128,3945 Blaze DR,,"6,7,8",,,,,,,10/1/2017,10,2017,,,,,,3758,1259,6691,,1241,309,688,,,17,17,,,,,,,,,TN,5017,295.117647059,1550,91.176470588,TN@0002@00750,470369001904,SY17-18,,,,Middle,,,,,,,
0002,Austin Peay Elementary School,00840,Tipton County,TN,,Covington,38019,474 Academic DR,,"P3,P4,K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,3729,522,1384,,2804,292,593,,,17,17,,,,,,,,,TN,4251,250.058823529,3096,182.117647059,TN@0002@00840,470408002094,SY17-18,,,,Primary,,,,,,,
0003,Anderson County Career and Technical,00010,Anderson County,TN,,Clinton,37716,140 Maverick CIR,,"9,10,11,12",,,,,,,10/1/2017,10,2017,,,,,,,,,,,,,,,18.5,18,,,,,,,,,TN,,,,,TN@0003@00010,470009000003,SY17-18,,,,High,,,,,,,
0003,Altruria Elementary,00794,Bartlett,TN,,Bartlett,38134,6641 Deermont DR,,"K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,2346,586,2134,,881,159,228,,,17,17,,,,,,,,,TN,2932,172.470588235,1040,61.176470588,TN@0003@00794,470015301566,SY17-18,,,,Primary,,,,,,,
0003,Campbell County High,00070,Campbell County,TN,,Jacksboro,37757,150  Cougar  LN,,"9,10,11,12",,,,,,,10/1/2017,10,2017,,,,,,12851,0,1311,,6259,0,639,,,17,17,,,,,,,,,TN,12851,755.941176471,6259,368.176470588,TN@0003@00070,470042000117,SY17-18,,,,High,,,,,,,
0003,Crockett County High,00170,Crockett County,TN,,Alamo,38001,2014 Highway 88,,"9,10,11,12",,,,,,,10/1/2017,10,2017,,,,,,4678,803,1160,,2868,498,904,,,16,16,,,,,,,,,TN,5481,342.5625,3366,210.375,TN@0003@00170,470085001897,SY17-18,,,,High,,,,,,,
0003,Decatur County Riverside High School,00200,Decatur County,TN,,Decaturville,38329,4250 Highway 641 South,,"9,10,11,12",,,,,,,10/1/2017,10,2017,,,,,,2315,288,2016,,1618,113,523,,,17,17,,,,,,,,,TN,2603,153.117647059,1731,101.823529412,TN@0003@00200,470096001245,SY17-18,,,,High,,,,,,,
0003,Adrian Burnett Elementary,00470,Knox County,TN,,Knoxville,37918,4521 Brown Gap RD,,"K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,6604,0,342,,4853,0,252,,,17,17,,,,,,,,,TN,6604,388.470588235,4853,285.470588235,TN@0003@00470,470222000717,SY17-18,,,,Primary,,,,,,,
0003,Lewis County Middle,00510,Lewis County,TN,,Hohenwald,38462,207 South Court ST,,"6,7,8",,,,,,,10/1/2017,10,2017,,,,,,4235,0,966,,3294,0,752,,,16,16,,,,,,,,,TN,4235,264.6875,3294,205.875,TN@0003@00510,470243000872,SY17-18,,,,Middle,,,,,,,
0003,Barkers Mill Elementary,00630,Montgomery County,TN,,Clarksville,37042,1230 Little Bobcat LN,,"K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,5651,1550,3238,,5789,1591,5944,,,17,17,,,,,,,,,TN,7201,423.588235294,7380,434.117647059,TN@0003@00630,470303002108,SY17-18,,,,Primary,,,,,,,
0003,Barfield Elementary,00750,Rutherford County,TN,,Murfreesboro,37128,350 Barfield- Crescent RD,,"PK,K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,2718,620,4805,,1353,270,1068,,,17,17,,,,,,,,,TN,3338,196.352941176,1623,95.470588235,TN@0003@00750,470369000955,SY17-18,,,,Primary,,,,,,,
0003,Greenbrier Alternative Learning Center,00780,Sevier County,TN,,Sevierville,37876,2851 Webb Creek RD,,"6,7,8,9,10,11,12",,,,,,,10/1/2017,10,2017,,,,,,,,,,,,,,,18.5,18,,,,,,,,,TN,,,,,TN@0003@00780,470378010389,SY17-18,,,,Other,,,,,,,
0003,Jack Anderson Elementary,00830,Sumner County,TN,,Hendersonville,37075,250  Shutes  LN,,"PK,K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,913,119,4397,,479,86,731,,,17,17,,,,,,,,,TN,1032,60.705882353,565,33.235294118,TN@0003@00830,470402001179,SY17-18,,,,Primary,,,,,,,
0004,Blackman High,00750,Rutherford County,TN,,Murfreesboro,37128,3956 Blaze DR,,"9,10,11,12",,,,,,,10/1/2017,10,2017,,,,,,4162,1181,7258,,1580,292,893,,,17,17,,,,,,,,,TN,5343,314.294117647,1872,110.117647059,TN@0004@00750,470369001354,SY17-18,,,,High,,,,,,,
0004,Atoka Elementary School,00840,Tipton County,TN,,Atoka,38004,870 Rosemark RD,,"P4,K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,2636,909,3346,,1695,527,1071,,,17,17,,,,,,,,,TN,3545,208.529411765,2222,130.705882353,TN@0004@00840,470408002159,SY17-18,,,,Primary,,,,,,,
0004,Allendale Elementary,00940,Williamson County,TN,,Spring Hill,37174,2100 Prescott Way,,"K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,565,262,7645,,212,23,917,,,19,19,,,,,,,,,TN,827,43.526315789,235,12.368421053,TN@0004@00940,470453002244,SY17-18,,,,Primary,,,,,,,
0005,Alamo Elementary,00171,Alamo City,TN,,Alamo,38001,265 E  Park ST,,"PK,K,1,2,3,4,5,6",,,,,,,10/1/2017,10,2017,,,,,,6656,0,1653,,5983,0,1485,,,16,16,,,,,,,,,TN,6656,416,5983,373.9375,TN@0005@00171,470003000001,SY17-18,,,,Primary,,,,,,,
0005,Alcoa Elementary,00051,Alcoa City,TN,,Alcoa,37701,1200  Springbrook  RD,,"P4,PK,P3,K,1,2",,,,,,,10/1/2017,10,2017,,,,,,1528,172,908,,995,88,421,,,12,12,,,,,,,,,TN,1700,141.666666667,1083,90.25,TN@0005@00051,470006000234,SY17-18,,,,Primary,,,,,,,
0005,York Institute,00961,Alvin C York,TN,,,,,,,,,,,,,10/1/2017,10,2017,,,,,,3160,682,1641,,1541,186,298,,,17,17,,,,,,,,,TN,3842,226,1727,101.588235294,TN@0005@00961,,SY17-18,,,,,,,,,,,
0005,Andersonville Elementary,00010,Anderson County,TN,,Andersonville,37705,1951  Mountain  RD,,"PK,K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,2584,0,1353,,1879,0,984,,,16,16,,,,,,,,,TN,2584,161.5,1879,117.4375,TN@0005@00010,470009000004,SY17-18,,,,Primary,,,,,,,
0005,Arlington Elementary,00793,Arlington,TN,,Arlington,38002,11825 Douglas,,"K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,584,95,3083,,88,0,87,,,17,17,,,,,,,,,TN,679,39.941176471,88,5.176470588,TN@0005@00793,470015201567,SY17-18,,,,Primary,,,,,,,
0005,Athens City Middle School,00541,Athens City,TN,,Athens,37303,200  Keith  LN,,"6,7,8",,,,,,,10/1/2017,10,2017,,,,,,5583,0,1475,,2974,0,786,,,17,17,,,,,,,,,TN,5583,328.411764706,2974,174.941176471,TN@0005@00541,470012000025,SY17-18,,,,Middle,,,,,,,
0005,Bells Elementary,00172,Bells City,TN,,Bells,38006,4547 Highway 88 South,,"PK,PS,K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,4716,0,1125,,3268,0,779,,,16,16,,,,,,,,,TN,4716,294.75,3268,204.25,TN@0005@00172,470021000045,SY17-18,,,,Primary,,,,,,,
0005,Bledsoe County High,00040,Bledsoe County,TN,,Pikeville,37367,877 Main ST,,"9,10,11,12",,,,,,,10/1/2017,10,2017,,,,,,6158,0,604,,,,,,,16,16,,,,,,,,,TN,6158,384.875,,,TN@0005@00040,470027000055,SY17-18,,,,High,,,,,,,
0005,Bradford High School,00274,Bradford SSD,TN,,Bradford,38316,136 Highway 45 S,,"7,8,9,10,11,12",,,,,,,10/1/2017,10,2017,,,,,,752,225,652,,546,187,439,,,17,17,,,,,,,,,TN,977,57.470588235,733,43.117647059,TN@0005@00274,470139000425,SY17-18,,,,Other,,,,,,,
0005,Anderson Elementary,00821,Bristol City,TN,,Bristol,37620,901  Ninth  ST,,"K,1,2,3,4,5,6",,,,,,,10/1/2017,10,2017,,,,,,3591,313,454,,3636,380,827,,,17,17,,,,,,,,,TN,3904,229.647058824,4016,236.235294118,TN@0005@00821,470036000107,SY17-18,,,,Primary,,,,,,,
0005,Caryville Elementary,00070,Campbell County,TN,,Caryville,37714,120 Cardinal CIR,,"PK,K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,6817,0,696,,4137,0,422,,,17,17,,,,,,,,,TN,6817,401,4137,243.352941176,TN@0005@00070,470042000118,SY17-18,,,,Primary,,,,,,,
0005,Auburn Elementary,00080,Cannon County,TN,,Auburntown,37016,150  Vantrease  AVE,,"K,1,2,3,4,5,6,7,8",,,,,,,10/1/2017,10,2017,,,,,,760,312,594,,527,229,225,,,17,17,,,,,,,,,TN,1072,63.058823529,756,44.470588235,TN@0005@00080,470045000139,SY17-18,,,,Other,,,,,,,
0005,Central,00100,Carter County,TN,,Johnson City,37601,252 Taylor RD,,"K,1,2,3,4,5,6,7,8",,,,,,,10/1/2017,10,2017,,,,,,3838,0,0,,2343,0,0,,,18,18,,,,,,,,,TN,3838,213.222222222,2343,130.166666667,TN@0005@00100,470051000151,SY17-18,,,,Other,,,,,,,
0005,Ashland City Elementary,00110,Cheatham County,TN,,Ashland City,37015,108  Elizabeth  ST,,"PK,K,1,2,3,4",,,,,,,10/1/2017,10,2017,,,,,,4881,0,1077,,4128,0,911,,,16,16,,,,,,,,,TN,4881,305.0625,4128,258,TN@0005@00110,470057000227,SY17-18,,,,Primary,,,,,,,
0005,Chester County Middle School,00120,Chester County,TN,,Henderson,38340,634 East Main ST,,"4,5",,,,,,,10/1/2017,10,2017,,,,,,2772,710,1772,,1813,466,1132,,,16,16,,,,,,,,,TN,3482,217.625,2279,142.4375,TN@0005@00120,470060001919,SY17-18,,,,Primary,,,,,,,
0005,Claiborne Adult High School/Alternative,00130,Claiborne County,TN,,Tazewell,37879,1403 Tazewell RD,,"9,10,11,12",,,,,,,10/1/2017,10,2017,,,,,,,,,,,,,,,18.5,18,,,,,,,,,TN,,,,,TN@0005@00130,470063000901,SY17-18,,,,High,,,,,,,
0005,Celina K-8,00140,Clay County,TN,,Celina,38551,1324 Mitchell ST,,"PK,K,1,2,3,4,5,6,7,8",,,,,,,10/1/2017,10,2017,,,,,,4233,872,1331,,3082,671,962,,,16,16,,,,,,,,,TN,5105,319.0625,3753,234.5625,TN@0005@00140,470066000258,SY17-18,,,,Other,,,,,,,
0005,Clinton Elementary,00011,Clinton City,TN,,Clinton,37716,210  N  Hicks ST,,"K,1,2,3,4,5,6",,,,,,,10/1/2017,10,2017,,,,,,2176,500,2024,,1511,413,2011,,,16,16,,,,,,,,,TN,2676,167.25,1924,120.25,TN@0005@00011,470072000271,SY17-18,,,,Primary,,,,,,,
0005,Bridgeport Elementary,00150,Cocke County,TN,,Newport,37821,1935 Edwina Bridgeport RD,,"K,1,2,3,4,5,6,7,8",,,,,,,10/1/2017,10,2017,,,,,,4365,0,556,,2680,0,341,,,17,17,,,,,,,,,TN,4365,256.764705882,2680,157.647058824,TN@0005@00150,470075000273,SY17-18,,,,Other,,,,,,,
0005,Coffee County Central High School,00160,Coffee County,TN,,Manchester,37355,100 Red Raider DR,,"10,11,12",,,,,,,10/1/2017,10,2017,,,,,,6402,1061,3856,,3647,490,675,,,17,17,,,,,,,,,TN,7463,439,4137,243.352941176,TN@0005@00160,470078000285,SY17-18,,,,High,,,,,,,
0005,Alex Green Elementary,00190,Davidson County,TN,,Whites Creek,37189,3921  Lloyd  RD,,"PK,K,1,2,3,4",,,,,,,10/1/2017,10,2017,,,,,,4187,0,78,,4331,0,81,,,16,16,,,,,,,,,TN,4187,261.6875,4331,270.6875,TN@0005@00190,470318001254,SY17-18,,,,Primary,,,,,,,
0005,Dayton City Elementary,00721,Dayton City,TN,,Dayton,37321,520  Cherry  ST,,"PK,K,1,2,3,4,5,6,7,8",,,,,,,10/1/2017,10,2017,,,,,,10276,0,810,,4252,0,335,,,15,15,,,,,,,,,TN,10276,685.066666667,4252,283.466666667,TN@0005@00721,470093000315,SY17-18,,,,Other,,,,,,,
0005,Decaturville Elementary,00200,Decatur County,TN,,Decaturville,38329,820 South West ST,,"PK,K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,1822,243,1071,,1485,142,569,,,17,17,,,,,,,,,TN,2065,121.470588235,1627,95.705882353,TN@0005@00200,470096000316,SY17-18,,,,Primary,,,,,,,
0005,Stuart Burns Elementary,00220,Dickson County,TN,,Burns,37029,3201  Highway  96,,"PK,K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,1760,325,1481,,1302,178,519,,,11,11,,,,,,,,,TN,2085,189.545454545,1480,134.545454545,TN@0005@00220,470102000326,SY17-18,,,,Primary,,,,,,,
0005,Allardt Elementary,00250,Fentress County,TN,,Allardt,38504,220 Portland AVE,,"P4,K,1,2,3,4,5,6,7,8",,,,,,,10/1/2017,10,2017,,,,,,5614,0,481,,3176,0,272,,,17,17,,,,,,,,,TN,5614,330.235294118,3176,186.823529412,TN@0005@00250,470123000373,SY17-18,,,,Other,,,,,,,
0005,Johnson Elementary,00941,Franklin SSD,TN,,Franklin,37064,815  Glass  LN,,"PK,K,1,2,3,4",,,,,,,10/1/2017,10,2017,,,,,,2148,511,1342,,1355,229,336,,,17,17,,,,,,,,,TN,2659,156.411764706,1584,93.176470588,TN@0005@00941,470126000396,SY17-18,,,,Primary,,,,,,,
0005,Bean Station Elementary,00290,Grainger County,TN,,Bean Station,37708,200 Bean Station  School RD,,"PK,K,1,2,3,4,5,6",,,,,,,10/1/2017,10,2017,,,,,,4145,806,1459,,2827,678,804,,,17,17,,,,,,,,,TN,4951,291.235294118,3505,206.176470588,TN@0005@00290,470144000434,SY17-18,,,,Primary,,,,,,,
0005,Baileyton Elementary,00300,Greene County,TN,,Greeneville,37745,6535  Horton  HWY,,"PK,K,1,2,3,4,5,6,7,8",,,,,,,10/1/2017,10,2017,,,,,,2195,421,1054,,1136,91,181,,,17,17,,,,,,,,,TN,2616,153.882352941,1227,72.176470588,TN@0005@00300,470147000441,SY17-18,,,,Other,,,,,,,
0005,Alpha Elementary,00320,Hamblen County,TN,,Morristown,37814,5620 Old Us  11e HWY,,"K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,3831,628,2942,,2831,442,2374,,,17,17,,,,,,,,,TN,4459,262.294117647,3273,192.529411765,TN@0005@00320,470000100477,SY17-18,,,,Primary,,,,,,,
0005,Allen Elementary,00330,Hamilton County,TN,,Soddy Daisy,37379,9811  Dallas  Hollow RD,,"P4,P3,K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,1905,339,1394,,992,147,490,,,16,16,,,,,,,,,TN,2244,140.25,1139,71.1875,TN@0005@00330,470159000489,SY17-18,,,,High,,,,,,,
0005,Bolivar Elementary,00350,Hardeman County,TN,,Bolivar,38008,445  Nuckolls  RD,,"PK,K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,9976,0,2093,,8314,0,1744,,,17,17,,,,,,,,,TN,9976,586.823529412,8314,489.058823529,TN@0005@00350,470165000539,SY17-18,,,,Primary,,,,,,,
0005,Anderson Early Childhood,00380,Haywood County,TN,,Brownsville,38012,620 West Main,,"PK,K",,,,,,,10/1/2017,10,2017,,,,,,4296,0,792,,4528,0,835,,,16,16,,,,,,,,,TN,4296,268.5,4528,283,TN@0005@00380,470177000591,SY17-18,,,,Primary,,,,,,,
0005,Bargerton Elementary,00390,Henderson County,TN,,Lexington,38351,6141 Poplar  Springs/Bargerton RD,,"P4,K,1,2,3,4,5,6,7,8",,,,,,,10/1/2017,10,2017,,,,,,2298,478,769,,1373,326,323,,,16,16,,,,,,,,,TN,2776,173.5,1699,106.1875,TN@0005@00390,470180000600,SY17-18,,,,Other,,,,,,,
0005,Centerville Elementary,00410,Hickman County,TN,,Centerville,37033,104 Mary Field AVE,,"PK,K,1,2",,,,,,,10/1/2017,10,2017,,,,,,3658,0,1148,,3009,0,944,,,16,16,,,,,,,,,TN,3658,228.625,3009,188.0625,TN@0005@00410,470186000621,SY17-18,,,,Primary,,,,,,,
0005,Central Elementary School,00092,Hollow Rock Bruceton SSD,TN,,Bruceton,38317,29590 Broad ST,,"PK,K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,3905,0,317,,4365,0,355,,,17,17,,,,,,,,,TN,3905,229.705882353,4365,256.764705882,TN@0005@00092,470189000627,SY17-18,,,,Primary,,,,,,,
0005,Erin Elementary,00420,Houston County,TN,,Erin,37061,6500 State Route 13 S.,,"PK,K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,1862,365,1507,,1462,293,973,,,12,12,,,,,,,,,TN,2227,185.583333333,1755,146.25,TN@0005@00420,470192000630,SY17-18,,,,Primary,,,,,,,
0005,Lakeview Elementary,00430,Humphreys County,TN,,New Johnsonville,37134,802  Long  ST,,"PK,K,1,2,3,4,5,6,7,8",,,,,,,10/1/2017,10,2017,,,,,,1799,506,1546,,944,134,124,,,15,15,,,,,,,,,TN,2305,153.666666667,1078,71.866666667,TN@0005@00430,470198000639,SY17-18,,,,Other,,,,,,,
0005,Huntingdon Middle School,00093,Huntingdon SSD,TN,,Huntingdon,38344,199  Browning  AVE,,"4,5,6,7,8",,,,,,,10/1/2017,10,2017,,,,,,3759,317,1856,,2273,190,399,,,17,17,,,,,,,,,TN,4076,239.764705882,2463,144.882352941,TN@0005@00093,470201000645,SY17-18,,,,Middle,,,,,,,
0005,Jackson County High School,00440,Jackson County,TN,,Gainesboro,38562,190  Blue  Devil Ln,,"9,10,11,12",,,,,,,10/1/2017,10,2017,,,,,,4220,0,1624,,3644,0,1402,,,17,17,,,,,,,,,TN,4220,248.235294118,3644,214.352941176,TN@0005@00440,470207000661,SY17-18,,,,High,,,,,,,
0005,Doe Elementary,00460,Johnson County,TN,,Mountain City,37683,7164  Highway  67 West,,"PK,K,1,2,3,4,5,6",,,,,,,10/1/2017,10,2017,,,,,,2739,0,410,,2176,0,325,,,17,17,,,,,,,,,TN,2739,161.117647059,2176,128,TN@0005@00460,470216000694,SY17-18,,,,Primary,,,,,,,
0005,Lake County High,00480,Lake County,TN,,Tiptonville,38079,300  Cochran  ST,,"9,10,11,12",,,,,,,10/1/2017,10,2017,,,,,,3799,0,0,,2961,0,0,,,21,21,,,,,,,,,TN,3799,180.904761905,2961,141,TN@0005@00480,470228000826,SY17-18,,,,High,,,,,,,
0005,Byars Dowdy Elementary,00951,Lebanon SSD,TN,,Lebanon,37087,904 Hickory  Ridge RD,,"PK,K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,3924,497,1398,,3897,521,2107,,,12,12,,,,,,,,,TN,4421,368.416666667,4418,368.166666667,TN@0005@00951,470237000862,SY17-18,,,,Primary,,,,,,,
0005,Lenoir City High,00531,Lenoir City,TN,,Lenoir City,37771,1485 Old  Hwy 95,,"9,10,11,12",,,,,,,10/1/2017,10,2017,,,,,,4158,853,2440,,2425,249,207,,,17,17,,,,,,,,,TN,5011,294.764705882,2674,157.294117647,TN@0005@00531,470240000868,SY17-18,,,,High,,,,,,,
0005,Caywood Elementary School,00391,Lexington City,TN,,Lexington,38351,162 Monroe AVE,,"PK,K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,3959,471,1754,,3455,394,1504,,,16,16,,,,,,,,,TN,4430,276.875,3849,240.5625,TN@0005@00391,470246002031,SY17-18,,,,Primary,,,,,,,
0005,Central Elementary,00560,Macon County,TN,,Lafayette,37083,905  Sycamore  ST,,"2,3",,,,,,,10/1/2017,10,2017,,,,,,3587,240,1723,,2249,130,393,,,17,17,,,,,,,,,TN,3827,225.117647059,2379,139.941176471,TN@0005@00560,470255000906,SY17-18,,,,Primary,,,,,,,
0005,College Street Elementary,00161,Manchester City Schools,TN,,Manchester,37355,405  College  ST,,"PK,K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,3147,740,1557,,1748,400,313,,,17,17,,,,,,,,,TN,3887,228.647058824,2148,126.352941176,TN@0005@00161,470261000929,SY17-18,,,,Primary,,,,,,,
0005,Baker Elem,00600,Maury County,TN,,Columbia,38401,1301  Hamphire  PIKE,,"PK,K,1,2,3,4",,,,,,,10/1/2017,10,2017,,,,,,4989,0,0,,2827,0,0,,,17,17,,,,,,,,,TN,4989,293.470588235,2827,166.294117647,TN@0005@00600,470276000961,SY17-18,,,,Primary,,,,,,,
0005,McKenzie Elementary School,00094,Mckenzie SSD,TN,,McKenzie,38201,165  Brooks  AVE,,"PK,K,1,2,3,4",,,,,,,10/1/2017,10,2017,,,,,,4126,663,2273,,2772,396,826,,,17,17,,,,,,,,,TN,4789,281.705882353,3168,186.352941176,TN@0005@00094,470279000983,SY17-18,,,,Primary,,,,,,,
0005,Adamsville Elementary,00550,McNairy County,TN,,Adamsville,38310,220 South Elm,,"PK,K,1,2,3,4,5,6",,,,,,,10/1/2017,10,2017,,,,,,5160,0,1533,,4648,0,1381,,,16,16,,,,,,,,,TN,5160,322.5,4648,290.5,TN@0005@00550,470288000997,SY17-18,,,,Primary,,,,,,,
0005,Meigs South,00610,Meigs County,TN,,Decatur,37322,9638 State Highway 58 S,,"PK,K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,5856,0,309,,5213,0,275,,,17,17,,,,,,,,,TN,5856,344.470588235,5213,306.647058824,TN@0005@00610,470291001005,SY17-18,,,,Primary,,,,,,,
0005,Barksdale Elementary,00630,Montgomery County,TN,,Clarksville,37043,1920 Madison ST,,"PK,K,1,2,3,4,5",,,,,,,10/1/2017,10,2017,,,,,,4465,638,1633,,4209,736,2890,,,17,17,,,,,,,,,TN,5103,300.176470588,4945,290.882352941,TN@0005@00630,470303001205,SY17-18,,,,Primary,,,,,,,
